ENCODED_MCT,snapshot_date,sales_grade,visits_grade,unit_price_grade,revisit_ratio,new_customer_ratio,resident_ratio,worker_ratio,floating_ratio,delivery_ratio,industry_sales_change,trade_sales_change
A7BC78E695,2024-02-01,0.917,0.917,0.917,11.04,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,57.8,51.7
A7BC78E695,2024-03-01,0.583,0.417,0.75,10.99,17.32,14.0,13.0,73.0,3.1,54.8,49.6
A7BC78E695,2024-04-01,0.417,0.25,0.75,9.6,28.4,12.5,11.6,75.9,0.0,48.3,45.5
A7BC78E695,2024-05-01,0.583,0.25,0.75,9.54,17.76,14.0,16.5,69.5,0.0,44.3,42.4
A7BC78E695,2024-06-01,0.583,0.25,0.75,9.77,14.37,18.8,10.0,71.2,0.0,40.9,40.2
A7BC78E695,2024-07-01,0.583,0.417,0.75,10.02,8.6,12.7,16.7,70.6,0.0,41.1,40.0
A7BC78E695,2024-08-01,0.583,0.417,0.75,9.25,8.12,13.2,15.4,71.4,0.0,41.4,39.9
A7BC78E695,2024-09-01,0.583,0.417,0.75,8.89,9.28,13.286713286713288,8.191808191808192,78.52147852147851,2.9,42.3,40.1
A7BC78E695,2024-10-01,0.583,0.417,0.75,8.79,9.36,10.88911088911089,14.885114885114886,74.22577422577423,4.3,41.9,39.5
A7BC78E695,2024-11-01,0.583,0.417,0.75,8.39,5.07,13.3,16.7,70.0,3.4,41.7,39.4
A7BC78E695,2024-12-01,0.75,0.75,0.75,8.36,0.64,33.33333333333333,22.22222222222222,44.44444444444444,0.0,33.5,39.2
A89BEC57A0,2023-01-01,0.417,0.25,0.75,43.73,2.2,36.1,17.8,46.1,44.0,7.1,24.6
A89BEC57A0,2023-02-01,0.417,0.083,0.75,44.01,3.03,35.43543543543543,20.52052052052052,44.04404404404404,44.0,7.4,25.2
A89BEC57A0,2023-03-01,0.25,0.083,0.75,44.4,6.56,35.3,14.6,50.1,33.5,7.4,25.3
A89BEC57A0,2023-04-01,0.25,0.083,0.75,42.9,7.1,32.3,14.5,53.2,33.9,7.6,25.0
A89BEC57A0,2023-05-01,0.25,0.083,0.75,42.29,7.58,36.13613613613614,15.715715715715714,48.14814814814815,33.0,7.8,25.7
A89BEC57A0,2023-06-01,0.25,0.083,0.75,40.78,7.69,38.1,14.0,47.9,33.3,8.0,25.7
A89BEC57A0,2023-07-01,0.417,0.083,0.75,40.51,3.87,41.2,16.1,42.7,54.1,8.3,26.8
A89BEC57A0,2023-08-01,0.417,0.083,0.75,40.79,3.87,44.9,14.7,40.4,51.9,8.6,26.7
A89BEC57A0,2023-09-01,0.417,0.083,0.75,39.65,7.0,42.8,14.7,42.5,43.3,9.0,28.0
A89BEC57A0,2023-10-01,0.25,0.083,0.75,38.6,8.25,34.4,17.1,48.5,35.7,9.1,27.6
A89BEC57A0,2023-11-01,0.25,0.083,0.75,38.73,6.68,40.8,16.7,42.5,42.4,9.9,28.2
A89BEC57A0,2023-12-01,0.25,0.083,0.75,39.22,5.3,43.2,16.4,40.4,44.1,9.9,27.4
A89BEC57A0,2024-01-01,0.417,0.083,0.75,39.73,4.19,39.63963963963964,21.12112112112112,39.23923923923924,51.7,9.6,26.7
A89BEC57A0,2024-02-01,0.417,0.083,0.75,40.48,4.01,45.5,19.6,34.9,43.8,9.7,25.7
A89BEC57A0,2024-03-01,0.417,0.083,0.75,39.2,6.58,37.9,20.6,41.5,43.8,10.0,25.8
A89BEC57A0,2024-04-01,0.25,0.083,0.75,40.19,9.79,39.4,14.8,45.8,46.1,10.0,25.6
A89BEC57A0,2024-05-01,0.25,0.083,0.75,41.1,7.52,35.1,18.4,46.5,41.5,10.1,26.4
A89BEC57A0,2024-06-01,0.25,0.083,0.75,41.29,6.21,39.7,17.3,43.0,43.2,10.1,26.6
A89BEC57A0,2024-07-01,0.417,0.083,0.75,41.44,4.26,37.23723723723724,21.52152152152152,41.24124124124124,54.7,9.9,26.4
A89BEC57A0,2024-08-01,0.417,0.083,0.75,40.45,4.25,44.0,17.6,38.4,60.8,10.1,27.1
A89BEC57A0,2024-09-01,0.417,0.083,0.75,40.14,5.88,38.1,15.7,46.2,59.0,10.4,27.0
A89BEC57A0,2024-10-01,0.25,0.083,0.75,39.73,7.58,35.43543543543543,17.31731731731732,47.247247247247245,48.2,10.7,27.1
A89BEC57A0,2024-11-01,0.417,0.083,0.75,39.6,5.66,43.3,16.7,40.0,45.8,10.8,26.9
A89BEC57A0,2024-12-01,0.417,0.083,0.75,39.07,5.05,42.0,14.4,43.6,47.5,4.9,27.8
A92743CA52,2023-01-01,0.25,0.25,0.583,16.56,11.94,7.7,13.1,79.2,2.6,15.2,19.1
A92743CA52,2023-02-01,0.25,0.25,0.583,15.31,11.4,5.894105894105895,13.686313686313689,80.41958041958043,1.2,14.8,18.8
A92743CA52,2023-03-01,0.25,0.25,0.583,14.41,11.29,6.8,13.3,79.9,0.3,14.2,18.3
A92743CA52,2023-04-01,0.417,0.25,0.583,14.93,7.44,6.2,21.5,72.3,0.6,14.0,18.2
A92743CA52,2023-05-01,0.417,0.25,0.583,14.2,8.5,5.5,18.9,75.6,0.6,13.5,17.8
A92743CA52,2023-06-01,0.25,0.083,0.583,14.08,10.24,7.1,17.6,75.3,0.2,12.6,17.4
A92743CA52,2023-07-01,0.25,0.083,0.583,12.81,12.4,6.7,11.3,82.0,1.4,11.3,16.0
A92743CA52,2023-08-01,0.417,0.25,0.583,12.15,8.89,8.7,14.8,76.5,1.5,10.9,15.5
A92743CA52,2023-09-01,0.417,0.25,0.583,12.04,6.1,4.8,24.5,70.7,1.1,10.6,15.3
A92743CA52,2023-10-01,0.25,0.083,0.75,11.95,13.16,3.0,8.5,88.5,1.6,9.9,14.6
A92743CA52,2023-11-01,0.417,0.25,0.583,11.74,4.55,6.5,25.8,67.7,0.0,10.4,14.6
A92743CA52,2023-12-01,0.25,0.083,0.583,11.04,11.07,6.6,10.7,82.7,0.0,9.7,13.8
A92743CA52,2024-01-01,0.25,0.083,0.583,11.53,12.5,4.695304695304695,8.49150849150849,86.81318681318682,0.5,9.2,13.4
A92743CA52,2024-02-01,0.417,0.25,0.583,12.0,4.48,4.7952047952047945,23.37662337662337,71.82817182817183,0.0,9.5,13.8
A92743CA52,2024-03-01,0.417,0.25,0.583,12.11,6.11,7.892107892107891,15.784215784215782,76.32367632367632,0.0,9.7,14.0
A92743CA52,2024-04-01,0.417,0.25,0.583,11.82,5.96,10.6,16.2,73.2,0.0,9.6,14.0
A92743CA52,2024-05-01,0.417,0.25,0.583,11.79,6.42,8.4,14.0,77.6,0.2,9.7,14.2
A92743CA52,2024-06-01,0.417,0.25,0.583,11.66,7.48,10.6,18.5,70.9,0.2,9.9,14.2
A92743CA52,2024-07-01,0.083,0.083,0.583,13.0,20.63,4.4,7.5,88.1,0.6,8.3,12.4
A92743CA52,2024-08-01,0.25,0.083,0.583,12.8,9.05,7.4,11.5,81.1,4.7,8.0,12.2
A92743CA52,2024-09-01,0.417,0.25,0.583,12.79,4.8,8.2,19.0,72.8,2.3,7.9,12.1
A92743CA52,2024-10-01,0.25,0.083,0.583,13.13,7.78,6.2,12.3,81.5,3.0,8.1,12.4
A92743CA52,2024-11-01,0.25,0.083,0.583,13.13,7.74,4.3,11.6,84.1,1.9,7.7,11.8
A92743CA52,2024-12-01,0.083,0.083,0.583,13.03,13.45,5.2,8.0,86.8,0.3,2.5,11.2
A9B8207363,2023-07-01,0.917,0.917,0.917,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2023-08-01,0.917,0.917,0.917,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2023-09-01,0.917,0.917,0.917,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2023-10-01,0.917,0.75,0.917,27.035,7.28,59.82650314089142,6.580915345498055,33.592581513610526,0.0,21.8,27.8
A9B8207363,2023-11-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2023-12-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-01-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-02-01,0.917,0.75,0.917,27.035,50.0,59.82650314089142,6.580915345498055,33.592581513610526,0.0,21.8,27.8
A9B8207363,2024-03-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-04-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-05-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-06-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-07-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-08-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-09-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-10-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-11-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
A9B8207363,2024-12-01,0.917,0.917,0.917,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,21.8,27.8
AA351B2BFF,2023-07-01,0.917,0.917,0.917,33.04,6.82,30.545062061521858,13.869400971397733,55.58553696708041,0.0,90.511,75.8
AA351B2BFF,2023-08-01,0.25,0.083,0.583,17.98,6.84,11.288711288711289,17.08291708291708,71.62837162837162,0.0,51.3,48.1
AA351B2BFF,2023-09-01,0.25,0.083,0.583,17.89,48.46,13.0,16.1,70.9,0.0,34.6,37.5
AA351B2BFF,2023-10-01,0.25,0.083,0.583,16.46,36.34,13.713713713713712,12.312312312312311,73.97397397397397,0.0,25.2,30.9
AA351B2BFF,2023-11-01,0.25,0.083,0.583,18.26,22.28,11.8,16.3,71.9,0.0,19.8,25.6
AA351B2BFF,2023-12-01,0.25,0.083,0.583,18.36,19.65,9.89010989010989,8.991008991008991,81.11888111888112,0.0,16.2,22.2
AA351B2BFF,2024-01-01,0.25,0.083,0.583,17.98,15.97,11.0,12.9,76.1,0.0,13.5,19.8
AA351B2BFF,2024-02-01,0.25,0.083,0.583,18.05,12.79,9.89010989010989,13.286713286713288,76.82317682317682,0.0,11.5,17.1
AA351B2BFF,2024-03-01,0.25,0.083,0.583,18.15,11.12,9.1,12.5,78.4,0.0,9.5,14.9
AA351B2BFF,2024-04-01,0.25,0.25,0.583,18.23,8.05,12.0,20.3,67.7,0.0,8.4,13.7
AA351B2BFF,2024-05-01,0.25,0.25,0.583,17.97,8.27,14.7,11.8,73.5,0.0,7.4,12.8
AA351B2BFF,2024-06-01,0.25,0.25,0.583,18.29,6.51,15.7,20.9,63.4,0.0,6.7,11.8
AA351B2BFF,2024-07-01,0.25,0.083,0.583,18.44,6.63,14.1,20.7,65.2,0.0,6.0,10.5
AA351B2BFF,2024-08-01,0.25,0.083,0.583,18.14,6.82,12.487512487512488,14.785214785214787,72.72727272727273,0.0,6.3,10.6
AA351B2BFF,2024-09-01,0.417,0.25,0.583,17.61,5.63,13.4,17.7,68.9,0.0,6.9,11.2
AA351B2BFF,2024-10-01,0.25,0.083,0.583,16.88,10.23,8.8,14.0,77.2,0.0,7.0,11.2
AA351B2BFF,2024-11-01,0.25,0.25,0.583,16.38,6.62,10.98901098901099,16.883116883116884,72.12787212787214,0.0,7.5,11.7
AA351B2BFF,2024-12-01,0.25,0.083,0.583,15.92,9.32,9.20920920920921,14.114114114114114,76.67667667667668,0.0,2.7,12.1
AC3DCE45BE,2023-01-01,0.583,0.417,0.583,11.54,3.9,9.2,18.5,72.3,0.0,23.6,25.5
AC3DCE45BE,2023-02-01,0.583,0.417,0.75,10.99,4.61,1.4,22.9,75.7,0.0,24.0,25.8
AC3DCE45BE,2023-03-01,0.917,0.75,0.75,10.19,6.84,20.042492917847028,9.135977337110484,70.8215297450425,0.0,20.3,26.7
AC3DCE45BE,2023-04-01,0.417,0.083,0.75,14.22,15.95,16.5,33.5,50.0,0.0,19.4,26.3
AC3DCE45BE,2023-05-01,0.417,0.083,0.75,17.67,13.87,16.7,31.2,52.1,1.4,19.3,26.3
AC3DCE45BE,2023-06-01,0.417,0.083,0.75,19.57,11.43,18.8,29.4,51.8,0.6,18.4,25.8
AC3DCE45BE,2023-07-01,0.417,0.083,0.75,23.44,12.28,14.8,26.2,59.0,1.4,18.2,25.7
AC3DCE45BE,2023-08-01,0.417,0.083,0.917,25.61,9.7,12.0,32.9,55.1,1.2,17.7,25.1
AC3DCE45BE,2023-09-01,0.417,0.083,0.917,27.81,8.12,14.7,33.6,51.7,5.3,17.1,24.7
AC3DCE45BE,2023-10-01,0.417,0.083,0.917,29.53,6.76,15.9,30.3,53.8,3.2,17.4,24.8
AC3DCE45BE,2023-11-01,0.417,0.083,0.75,31.18,8.14,13.1,36.9,50.0,2.3,16.5,24.6
AC3DCE45BE,2023-12-01,0.417,0.083,0.75,32.75,6.74,16.483516483516482,32.56743256743257,50.94905094905096,3.2,15.7,24.0
AC3DCE45BE,2024-01-01,0.417,0.083,0.75,33.7,3.97,14.685314685314683,41.35864135864136,43.95604395604396,3.9,14.8,23.5
AC3DCE45BE,2024-02-01,0.417,0.083,0.75,34.5,6.13,19.0,33.2,47.8,2.2,14.1,22.7
AC3DCE45BE,2024-03-01,0.417,0.083,0.917,34.41,8.78,16.8,30.5,52.7,2.1,12.2,21.3
AC3DCE45BE,2024-04-01,0.417,0.083,0.75,33.3,9.51,14.285714285714285,26.07392607392607,59.64035964035964,1.1,11.7,20.8
AC3DCE45BE,2024-05-01,0.417,0.083,0.917,32.85,9.02,15.0,25.8,59.2,2.9,11.6,20.6
AC3DCE45BE,2024-06-01,0.417,0.083,0.917,32.0,9.01,13.9,29.6,56.5,0.7,11.5,20.9
AC3DCE45BE,2024-07-01,0.417,0.083,0.75,32.17,8.45,15.284715284715286,25.37462537462537,59.34065934065934,4.4,11.7,21.0
AC3DCE45BE,2024-08-01,0.417,0.083,0.75,32.81,9.13,17.1,25.5,57.4,1.1,11.3,20.9
AC3DCE45BE,2024-09-01,0.417,0.083,0.75,31.65,6.24,15.2,29.5,55.3,0.9,11.8,21.0
AC3DCE45BE,2024-10-01,0.417,0.083,0.75,31.5,6.87,14.0,29.2,56.8,2.9,11.5,20.8
AC3DCE45BE,2024-11-01,0.417,0.083,0.75,31.52,5.29,16.7,31.6,51.7,0.0,11.2,20.8
AC3DCE45BE,2024-12-01,0.417,0.083,0.75,31.39,5.18,15.584415584415584,33.76623376623377,50.64935064935065,0.0,9.0,20.6
AD045C18E5,2023-01-01,0.75,0.417,0.75,32.4,6.23,42.1,10.5,47.4,0.0,54.7,55.3
AD045C18E5,2023-02-01,0.75,0.583,0.75,31.56,5.31,55.6,11.1,33.3,0.0,53.7,54.2
AD045C18E5,2023-03-01,0.75,0.417,0.75,31.68,6.61,56.4,5.1,38.5,0.0,52.0,52.1
AD045C18E5,2023-04-01,0.75,0.583,0.75,32.8,3.97,50.0,11.1,38.9,0.0,50.8,52.6
AD045C18E5,2023-05-01,0.75,0.583,0.75,32.52,7.05,65.9,2.3,31.8,0.0,52.0,53.0
AD045C18E5,2023-06-01,0.75,0.583,0.75,33.43,5.01,72.77277277277278,3.003003003003003,24.224224224224223,0.0,52.7,53.7
AD045C18E5,2023-07-01,0.75,0.417,0.75,33.33,6.67,73.62637362637363,5.294705294705295,21.07892107892108,0.0,54.4,54.4
AD045C18E5,2023-08-01,0.75,0.417,0.75,33.13,5.67,60.5,15.8,23.7,0.0,55.0,56.5
AD045C18E5,2023-09-01,0.75,0.583,0.75,32.72,7.03,60.0,12.5,27.5,0.0,55.9,57.8
AD045C18E5,2023-10-01,0.75,0.583,0.75,31.09,5.45,72.47247247247248,3.403403403403403,24.124124124124123,0.0,57.0,59.1
AD045C18E5,2023-11-01,0.75,0.583,0.75,30.23,6.64,58.04195804195804,9.69030969030969,32.26773226773227,0.0,58.1,60.2
AD045C18E5,2023-12-01,0.75,0.583,0.75,29.9,6.31,71.44144144144143,9.90990990990991,18.64864864864865,0.0,58.8,61.3
AD045C18E5,2024-01-01,0.75,0.583,0.75,29.97,4.53,78.3,8.7,13.0,0.0,59.6,61.5
AD045C18E5,2024-02-01,0.75,0.583,0.75,31.64,4.73,57.7,7.7,34.6,0.0,60.2,62.8
AD045C18E5,2024-03-01,0.75,0.583,0.75,32.36,8.0,63.06306306306306,9.90990990990991,27.027027027027028,0.0,60.9,64.5
AD045C18E5,2024-04-01,0.75,0.583,0.75,31.48,4.81,73.9,8.7,17.4,0.0,61.0,64.4
AD045C18E5,2024-05-01,0.75,0.583,0.75,33.59,4.69,72.7927927927928,9.90990990990991,17.297297297297295,0.0,61.5,65.9
AD045C18E5,2024-06-01,0.75,0.583,0.75,34.35,8.02,52.52252252252252,9.90990990990991,37.56756756756757,0.0,61.3,64.4
AD045C18E5,2024-07-01,0.75,0.583,0.75,32.56,6.59,57.6,9.1,33.3,0.0,61.4,65.3
AD045C18E5,2024-08-01,0.583,0.417,0.75,32.37,13.67,60.7,8.9,30.4,0.0,60.9,64.8
AD045C18E5,2024-09-01,0.75,0.583,0.75,34.72,4.53,67.9,10.7,21.4,0.0,61.3,64.7
AD045C18E5,2024-10-01,0.75,0.583,0.75,32.33,6.39,67.9,10.7,21.4,0.0,61.3,64.7
AD045C18E5,2024-11-01,0.75,0.417,0.75,33.21,8.68,48.648648648648646,2.702702702702702,48.648648648648646,0.0,60.5,63.2
AD045C18E5,2024-12-01,0.75,0.583,0.75,33.59,5.02,62.1,3.4,34.5,0.0,55.5,61.4
AD0F358619,2023-01-01,0.583,0.417,0.75,37.28,10.75,36.8,28.1,35.1,10.1,47.4,43.6
AD0F358619,2023-02-01,0.583,0.417,0.75,38.0,7.0,35.6,20.0,44.4,1.7,44.0,41.6
AD0F358619,2023-03-01,0.583,0.417,0.75,37.46,9.37,38.2,21.8,40.0,1.7,41.5,40.1
AD0F358619,2023-04-01,0.583,0.417,0.75,37.74,8.82,33.33333333333333,38.33833833833834,28.32832832832833,17.6,39.2,38.4
AD0F358619,2023-05-01,0.583,0.417,0.75,38.24,6.2,36.73673673673674,22.42242242242241,40.84084084084083,2.0,37.1,37.0
AD0F358619,2023-06-01,0.583,0.417,0.75,37.77,6.3,43.9,29.3,26.8,4.8,35.2,35.8
AD0F358619,2023-07-01,0.583,0.417,0.583,37.56,4.55,33.300000000000004,36.400000000000006,30.300000000000004,12.1,33.7,34.3
AD0F358619,2023-08-01,0.583,0.417,0.75,35.32,8.59,29.2,25.0,45.8,7.2,34.2,34.5
AD0F358619,2023-09-01,0.583,0.417,0.583,36.47,9.66,37.46253746253746,18.781218781218783,43.75624375624376,2.5,32.9,33.7
AD0F358619,2023-10-01,0.583,0.417,0.583,37.69,3.85,42.9,31.4,25.7,5.2,32.4,33.6
AD0F358619,2023-11-01,0.583,0.417,0.583,37.89,4.47,26.3,31.6,42.1,4.0,31.2,33.6
AD0F358619,2023-12-01,0.583,0.417,0.583,38.08,5.7,41.7,33.3,25.0,4.2,30.9,33.4
AD0F358619,2024-01-01,0.583,0.417,0.583,36.41,8.46,37.03703703703704,25.925925925925924,37.03703703703704,4.2,30.1,33.3
AD0F358619,2024-02-01,0.583,0.417,0.75,34.79,5.15,29.5,34.1,36.4,1.6,30.9,33.8
AD0F358619,2024-03-01,0.583,0.417,0.75,34.11,7.75,35.0,35.0,30.0,5.0,30.6,33.5
AD0F358619,2024-04-01,0.583,0.417,0.75,35.17,9.45,34.4,27.9,37.7,8.4,30.2,33.3
AD0F358619,2024-05-01,0.583,0.417,0.75,33.42,9.59,28.4,34.3,37.3,5.6,29.7,32.8
AD0F358619,2024-06-01,0.583,0.417,0.75,35.59,9.27,26.8,33.8,39.4,2.1,28.7,32.3
AD0F358619,2024-07-01,0.583,0.417,0.583,36.32,9.67,23.6,40.3,36.1,1.7,27.8,31.8
AD0F358619,2024-08-01,0.583,0.417,0.75,35.81,7.21,25.9,31.5,42.6,2.5,27.7,31.6
AD0F358619,2024-09-01,0.583,0.417,0.583,37.2,6.28,22.0,32.0,46.0,4.2,28.8,31.8
AD0F358619,2024-10-01,0.583,0.417,0.75,37.5,5.42,30.4,37.0,32.6,3.2,29.6,32.3
AD0F358619,2024-11-01,0.583,0.417,0.75,38.11,6.0,20.7,29.3,50.0,4.6,29.9,32.6
AD0F358619,2024-12-01,0.583,0.417,0.583,38.08,3.97,29.729729729729726,29.729729729729726,40.54054054054054,7.2,26.5,32.9
AD57E72BC9,2023-01-01,0.25,0.083,0.583,17.55,7.95,10.8,8.2,81.0,0.0,4.1,7.6
AD57E72BC9,2023-02-01,0.25,0.083,0.583,17.4,6.93,13.086913086913087,8.391608391608392,78.52147852147851,0.0,4.1,7.7
AD57E72BC9,2023-03-01,0.25,0.083,0.583,16.76,6.37,14.3,10.2,75.5,0.0,4.1,7.8
AD57E72BC9,2023-04-01,0.25,0.083,0.583,16.7,6.08,13.3,10.3,76.4,0.0,4.2,7.9
AD57E72BC9,2023-05-01,0.25,0.083,0.583,16.57,7.29,9.4,8.3,82.3,0.0,4.2,7.9
AD57E72BC9,2023-06-01,0.25,0.083,0.583,16.91,5.31,11.3,6.3,82.4,0.0,4.4,8.2
AD57E72BC9,2023-07-01,0.25,0.083,0.583,17.07,8.92,9.790209790209792,11.188811188811188,79.02097902097903,0.0,4.5,8.2
AD57E72BC9,2023-08-01,0.25,0.083,0.583,17.04,6.83,12.2,9.4,78.4,0.0,4.6,8.5
AD57E72BC9,2023-09-01,0.25,0.083,0.583,17.18,5.85,11.5,12.7,75.8,0.0,4.6,8.5
AD57E72BC9,2023-10-01,0.25,0.083,0.583,17.17,5.66,11.6,8.9,79.5,0.0,4.9,9.0
AD57E72BC9,2023-11-01,0.25,0.083,0.583,17.02,6.58,11.1,10.5,78.4,0.0,5.5,9.3
AD57E72BC9,2023-12-01,0.25,0.083,0.583,16.81,8.65,10.4,7.7,81.9,0.0,5.7,9.4
AD57E72BC9,2024-01-01,0.25,0.083,0.583,16.73,7.74,11.3,8.8,79.9,0.0,5.9,9.6
AD57E72BC9,2024-02-01,0.25,0.083,0.583,17.24,7.08,13.2,12.1,74.7,0.0,6.0,9.7
AD57E72BC9,2024-03-01,0.25,0.083,0.583,17.15,7.91,9.5,10.6,79.9,0.0,6.0,9.7
AD57E72BC9,2024-04-01,0.25,0.083,0.583,16.9,7.08,10.9,8.9,80.2,0.0,6.0,9.8
AD57E72BC9,2024-05-01,0.25,0.083,0.583,16.86,7.28,15.5,8.8,75.7,0.0,6.2,10.1
AD57E72BC9,2024-06-01,0.25,0.083,0.583,16.39,6.29,12.9,11.9,75.2,0.0,6.3,10.1
AD57E72BC9,2024-07-01,0.25,0.083,0.583,15.77,7.76,9.30930930930931,9.609609609609608,81.08108108108108,0.0,6.5,10.5
AD57E72BC9,2024-08-01,0.25,0.083,0.583,15.2,8.62,11.5,11.0,77.5,0.0,6.6,10.5
AD57E72BC9,2024-09-01,0.25,0.083,0.583,15.03,7.59,10.8,11.4,77.8,0.0,6.5,10.4
AD57E72BC9,2024-10-01,0.083,0.083,0.583,15.29,7.3,9.209209209209208,10.91091091091091,79.87987987987987,0.0,6.1,10.1
AD57E72BC9,2024-11-01,0.25,0.083,0.583,15.36,7.27,11.9,12.8,75.3,0.0,6.0,9.9
AD57E72BC9,2024-12-01,0.25,0.083,0.583,15.66,7.8,10.7,10.2,79.1,0.0,2.1,10.1
AEF0DF6708,2023-01-01,0.417,0.083,0.917,45.22,3.96,11.0,29.7,59.3,16.9,21.8,27.8
AEF0DF6708,2023-02-01,0.417,0.083,0.917,44.56,6.65,8.9,32.4,58.7,14.4,21.8,27.8
AEF0DF6708,2023-03-01,0.25,0.083,0.917,44.36,6.59,9.4,30.9,59.7,13.2,21.8,27.8
AEF0DF6708,2023-04-01,0.25,0.083,0.917,44.52,6.23,9.9,33.4,56.7,11.7,21.8,27.8
AEF0DF6708,2023-05-01,0.25,0.083,0.917,44.61,7.98,11.1,30.2,58.7,13.9,21.8,27.8
AEF0DF6708,2023-06-01,0.25,0.083,0.917,44.52,7.66,10.4,31.6,58.0,15.7,21.8,27.8
AEF0DF6708,2023-07-01,0.25,0.083,0.917,45.15,6.56,10.9,31.5,57.6,16.1,21.8,27.8
AEF0DF6708,2023-08-01,0.417,0.083,0.917,45.25,6.88,11.5,28.7,59.8,19.5,21.8,27.8
AEF0DF6708,2023-09-01,0.417,0.083,0.917,45.34,5.94,11.2,30.1,58.7,18.1,21.8,27.8
AEF0DF6708,2023-10-01,0.417,0.083,0.917,45.16,5.47,9.8,29.1,61.1,22.8,21.8,27.8
AEF0DF6708,2023-11-01,0.417,0.083,0.917,45.77,5.61,11.4,28.5,60.1,19.8,21.8,27.8
AEF0DF6708,2023-12-01,0.417,0.083,0.917,45.25,4.66,13.1,26.1,60.8,22.9,21.8,27.8
AEF0DF6708,2024-01-01,0.417,0.083,0.917,45.34,4.26,12.7,29.5,57.8,23.1,21.8,27.8
AEF0DF6708,2024-02-01,0.417,0.083,0.75,44.83,4.78,11.911911911911911,32.532532532532535,55.55555555555555,22.3,21.8,27.8
AEF0DF6708,2024-03-01,0.417,0.083,0.917,45.19,5.55,12.9,28.5,58.6,31.1,21.8,27.8
AEF0DF6708,2024-04-01,0.417,0.083,0.917,45.01,6.81,12.487512487512488,31.26873126873127,56.24375624375625,29.5,21.8,27.8
AEF0DF6708,2024-05-01,0.417,0.083,0.917,44.04,6.26,14.5,29.2,56.3,28.0,21.8,27.8
AEF0DF6708,2024-06-01,0.417,0.083,0.917,44.67,7.12,13.1,29.5,57.4,23.9,21.8,27.8
AEF0DF6708,2024-07-01,0.417,0.083,0.917,44.57,6.22,12.7,28.9,58.4,21.4,21.8,27.8
AEF0DF6708,2024-08-01,0.417,0.083,0.917,44.34,7.13,10.7,26.6,62.7,24.8,21.8,27.8
AEF0DF6708,2024-09-01,0.417,0.083,0.917,45.08,6.74,9.7,27.2,63.1,24.7,21.8,27.8
AEF0DF6708,2024-10-01,0.417,0.083,0.917,43.89,6.5,12.7,26.8,60.5,22.7,21.8,27.8
AEF0DF6708,2024-11-01,0.417,0.083,0.917,43.56,5.75,11.48851148851149,27.372627372627377,61.138861138861145,17.7,21.8,27.8
AEF0DF6708,2024-12-01,0.417,0.083,0.917,43.38,4.41,12.5,23.9,63.6,17.7,21.8,27.8
AF12407D8A,2023-01-01,0.417,0.25,0.583,18.71,5.69,27.4,6.1,66.5,0.0,15.3,38.4
AF12407D8A,2023-02-01,0.417,0.25,0.583,18.56,6.13,27.1,6.4,66.5,0.0,15.2,38.4
AF12407D8A,2023-03-01,0.417,0.25,0.583,18.34,8.73,22.2,5.6,72.2,0.0,14.7,37.6
AF12407D8A,2023-04-01,0.417,0.25,0.583,17.64,8.27,19.3,4.9,75.8,0.0,14.5,37.4
AF12407D8A,2023-05-01,0.417,0.083,0.75,17.0,9.52,23.8,3.5,72.7,0.0,14.4,37.4
