ENCODED_MCT,snapshot_date,TRADE_AREA,is_chain,has_delivery,MCT_OPE_MONTHS,MCT_OPE_MONTHS_QUANTILE,MCT_OPE_MONTHS_NORMALIZED,MCT_OPE_MS_GRADE,RC_UNIT_PRICE_RATIO,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_AV_NP_AT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,DLV_SAA_RAT,DLV_SAA_RAT_LOG,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,INDUSTRY_SALES_RATIO_NORM,INDUSTRY_STORES_RATIO_NORM,LOYALTY_SCORE,LOYALTY_SCORE_DELTA,AGE30_GENDER_DIFF,cluster
09A5C8DB83,2025-10-04,뚝섬,0,1,43,3,0.1395348837209302,0.583,1,0.583,0.417,0.75,25.6,34.8,18.0,9.0,6.6,2.028148247,10.241,16.758,8.624,9.114,4.263,10.659,17.442,8.976,9.486,4.437,28.69,7.87,33.3,18.2,48.5,36.71533858558787,34.980246286070745,20.82,20.82,-0.684,3
88106077FD,2025-10-04,미분류,0,1,6,1,0.0166112956810631,0.917,1,0.75,0.583,0.75,21.8,27.8,17.1,8.6,51.8,3.966511191,1.5714,11.4945,10.5342,3.9285,1.5714,3.8286,28.0055,25.6658,9.5715,3.8286,31.29,4.76,43.75624375624376,24.975024975024976,31.26873126873127,49.99249127833099,50.00346556384723,26.53,26.53,-16.511,1
D57855D6EF,2025-10-04,왕십리,0,0,29,2,0.0930232558139534,0.583,1,0.75,0.583,0.75,50.4,55.9,18.0,9.4,0.0,0.0,2.7555555555555555,5.809009009009009,6.1069069069069055,2.8486486486486484,1.07987987987988,12.059259259259258,25.422222222222217,26.725925925925925,12.466666666666669,4.725925925925925,40.35,4.39,38.46153846153847,15.384615384615383,46.15384615384616,18.70480327149227,19.09872236212832,35.96,35.96,-19.5936,3
48C1483437,2025-10-04,미분류,0,0,95,5,0.3122923588039867,0.417,2,0.917,0.917,0.917,21.8,27.8,17.1,8.6,0.0,0.0,13.509279091031532,13.4281293100166,6.933532760246155,5.047198144693243,1.9618016387936872,18.986264206184096,21.10144347730221,9.280625376127531,7.212215201490702,2.5395107941142547,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,49.99249127833099,50.00346556384723,100.0,19.755,0.0,0
770A25491E,2025-10-04,성수,1,0,16,2,0.0498338870431893,0.75,2,0.25,0.083,0.917,1.6,8.6,18.0,7.8,0.0,0.0,18.164835164835168,17.11898101898102,8.587012987012987,7.596203796203796,3.6329670329670334,14.802197802197805,13.949950049950052,6.997402597402598,6.19000999000999,2.9604395604395606,29.51,4.99,17.682317682317684,19.080919080919085,63.23676323676324,92.33590555183328,98.3267102557586,24.52,24.520000000000003,3.1722,0
56AB36BDAF,2025-10-04,성수,0,0,16,2,0.0498338870431893,0.75,2,0.917,0.917,0.917,43.0,41.9,18.0,7.8,0.0,0.0,18.879,12.789,4.5066,3.4916,0.9338,27.621,18.711,6.593399999999999,5.1084,1.3662,3.8,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,0.0,3.8,-3.4800000000000004,-5.922,0
AF12407D8A,2025-10-04,한양대,0,0,51,3,0.1661129568106312,0.583,1,0.417,0.25,0.583,7.9,34.9,18.0,11.3,0.0,0.0,24.026399999999995,7.820799999999998,1.6167999999999998,3.346399999999999,0.7895999999999999,39.8736,12.9792,2.6832,5.553599999999999,1.3103999999999998,15.74,7.76,26.4,5.1,68.5,80.53219508814084,71.51884111544948,7.98,7.98,-5.1584,0
BD237E8126,2025-10-04,뚝섬,0,1,57,4,0.1860465116279069,0.417,4,0.417,0.25,0.583,8.6,20.5,18.0,9.0,2.1,1.131402111,10.4272,2.8272,0.5928,1.1704,0.1824,58.1728,15.7728,3.3072,6.5296,1.0176,10.26,10.08,1.8,4.2,94.0,86.51202550654992,65.9976203128249,0.18,0.1799999999999997,-12.9456,0
E72B5A0A41,2025-10-04,성수,0,0,28,2,0.0897009966777408,0.583,3,0.417,0.25,0.583,9.0,20.5,18.0,7.8,0.0,0.0,13.573573573573574,6.630630630630631,1.6576576576576578,1.7297297297297298,0.4084084084084084,42.98298298298299,20.996996996997,5.2492492492492495,5.477477477477478,1.2932932932932937,15.57,10.87,10.0,13.1,76.9,86.53050851373519,74.80823880045283,4.7,4.700000000000001,-14.352,0
9911CB0D95,2025-10-04,마장동,0,0,107,5,0.3521594684385382,0.417,3,0.583,0.417,0.75,18.6,25.7,18.0,5.6,0.0,0.0,10.43843843843844,25.63363363363364,15.78978978978979,9.645645645645644,4.492492492492493,5.377377377377377,13.205205205205209,8.134134134134134,4.968968968968969,2.3143143143143146,40.92,3.49,23.0,29.5,47.5,36.614837234017976,62.74345586026847,37.43,37.43,12.416,3
842D25724F,2025-10-04,왕십리,1,0,102,5,0.335548172757475,0.417,5,0.083,0.083,0.583,0.7,2.7,18.0,9.4,0.0,0.0,10.5937,10.0282,7.3515,6.5221,3.2045,17.5063,16.5718,12.1485,10.7779,5.2955,22.12,8.31,33.5,5.2,61.3,99.5003812120232,99.5003812120232,13.81,13.81,-6.5436,0
387BDBCD80,2025-10-04,뚝섬,0,1,29,2,0.0930232558139534,0.583,1,0.75,0.583,0.583,61.8,54.2,18.0,9.0,55.9,4.041295341,9.653753753753753,3.9018018018018017,2.7660660660660663,1.3738738738738738,0.6045045045045044,43.098998998999,17.41951951951952,12.349049049049048,6.133633633633634,2.6987987987987982,9.02,6.97,15.784215784215782,21.07892107892108,63.13686313686313,14.667421389460063,12.846845181711064,2.05,2.05,-13.5042,1
2CF63CC8AA,2025-10-04,뚝섬,0,0,31,3,0.0996677740863787,0.583,3,0.417,0.417,0.583,6.4,17.8,18.0,9.0,0.0,0.0,13.765165165165165,8.16096096096096,1.5753753753753752,1.885285285285285,0.4132132132132132,39.58818818818818,23.470670670670668,4.530730730730731,5.422022022022022,1.1883883883883883,8.57,5.03,12.0,11.1,76.9,73.86329505810595,36.31622114918097,3.54,3.54,-15.2944,0
A787679642,2025-10-04,신금호,0,0,50,3,0.1627906976744186,0.583,2,0.917,0.917,0.917,90.511,81.8,18.0,10.5,0.0,0.0,13.460923874832217,13.443346695033648,6.9629600883881055,5.06861948373312,1.939424929463006,18.882913155035293,21.14671694805373,9.319101144114612,7.242825314791311,2.533168366554964,27.035,7.18,25.111856823266216,12.08053691275168,62.807606263982095,0.0,0.0,19.855,19.855,-6.7492,3
25B32948C5,2025-10-04,뚝섬,0,1,4,1,0.0099667774086378,0.917,4,0.25,0.083,0.583,22.8,22.7,16.2,9.0,4.0,1.609437912,13.77,8.64,3.4799999999999995,3.3300000000000005,0.78,32.13,20.16,8.12,7.77,1.82,9.63,20.12,8.0,8.0,84.0,87.07344684980247,96.76027539680706,-10.49,-10.49,-11.52,2
D4B36C76C4,2025-10-04,답십리,0,0,2,1,0.0033222591362126,0.917,1,0.583,0.417,0.75,72.8,64.8,18.0,7.7,0.0,0.0,11.164164164164166,17.921421421421424,10.04774774774775,16.21741741741742,3.3492492492492496,7.854854854854857,12.60910910910911,7.06936936936937,11.41021021021021,2.3564564564564563,26.67,36.67,29.8,31.9,38.3,24.775893537878613,27.63960446364624,-10.0,-10.0,5.307,2
9029249DA3,2025-10-04,뚝섬,0,1,3,1,0.0066445182724252,0.917,1,0.417,0.417,0.583,54.5,43.7,16.2,9.0,2.3,1.193922468,12.000000000000002,8.675324675324674,2.155844155844156,2.3376623376623376,0.8311688311688312,34.15384615384616,24.69130869130869,6.135864135864137,6.653346653346653,2.365634365634365,9.56,21.61,9.9,9.9,80.2,30.684679897419308,79.65656262273872,-12.05,-12.05,-16.032,2
5D9E5F8645,2025-10-04,한양대,0,0,37,3,0.1196013289036544,0.583,1,0.583,0.25,0.75,14.2,42.9,18.0,11.3,0.0,0.0,19.91508491508491,9.935064935064934,5.709290709290709,6.878121878121878,2.5624375624375624,24.340659340659336,12.14285714285714,6.978021978021978,8.406593406593405,3.131868131868131,31.76,4.71,42.14214214214214,11.411411411411413,46.44644644644645,63.27541991081949,69.51978836956772,27.05,27.05,-2.21,0
D78D9659F1,2025-10-04,미분류,0,1,22,2,0.0697674418604651,0.583,5,0.583,0.417,0.75,21.8,27.8,17.1,8.6,49.9,3.929862924,13.040240240240244,16.300300300300304,9.63843843843844,5.197197197197199,3.0238238238238244,14.587387387387391,18.23423423423424,10.781981981981986,5.813813813813815,3.382582582582584,27.67,6.92,45.5,10.9,43.6,49.99249127833099,50.00346556384723,20.75,20.75,-1.932,1
3593B2D487,2025-10-04,뚝섬,0,0,22,2,0.0697674418604651,0.583,6,0.583,0.417,0.583,34.6,39.7,18.0,9.0,0.0,0.0,12.306893106893108,14.4971028971029,4.484715284715286,2.572627372627373,0.9386613386613388,23.05774225774226,27.161238761238764,8.402397602397603,4.81998001998002,1.7586413586413587,10.15,7.05,11.7,18.3,70.0,26.1534551671557,24.39006076288612,3.1,3.1000000000000005,-12.6768,0
0961D33241,2025-10-04,왕십리,0,0,64,4,0.2093023255813953,0.417,1,0.75,0.75,0.583,66.0,64.5,18.0,9.4,0.0,0.0,3.8577,10.8801,4.2966,3.3957,0.6699,12.842300000000002,36.2199,14.3034,11.3043,2.2301,33.33,7.41,30.0,30.0,40.0,10.824688676847725,10.604047778573571,25.92,25.92,-25.3398,3
1DBC834628,2025-10-04,뚝섬,0,1,2,1,0.0033222591362126,0.917,2,0.583,0.25,0.75,59.1,52.5,18.0,9.0,14.9,2.766319109,15.6306,20.3628,7.8392,3.3938,0.5736,17.0694,22.2372,8.5608,3.7062,0.6264,36.75,27.56,23.0,33.6,43.4,34.26922810341242,71.93759674699074,9.19,9.19,-1.8744,2
2FB475D73E,2025-10-04,미분류,0,1,45,3,0.1461794019933555,0.583,5,0.417,0.25,0.583,21.8,27.8,17.1,8.6,20.6,3.072693315,7.197699999999998,20.3432,8.188999999999998,4.870299999999999,2.4998,9.502299999999998,26.8568,10.810999999999998,6.4297,3.3002,29.88,6.03,32.5,5.6,61.9,49.99249127833099,50.00346556384723,23.85,23.85,-6.5136,0
730914BE0E,2025-10-04,미분류,0,0,36,3,0.1162790697674418,0.583,1,0.75,0.583,0.75,21.8,27.8,17.1,8.6,0.0,0.0,4.6624,10.7136,6.448000000000001,2.4552,0.5208,14.1376,32.4864,19.552,7.4448,1.5792000000000002,37.3,2.7,63.06306306306306,9.90990990990991,27.027027027027028,49.99249127833099,50.00346556384723,34.6,34.599999999999994,-21.7728,0
C71D78655F,2025-10-04,장한평자동차,0,1,19,2,0.0598006644518272,0.75,6,0.75,0.583,0.583,46.4,29.9,14.3,6.0,9.5,2.351375257,9.163,13.506500000000004,14.398999999999996,9.8175,12.614,6.237,9.1935,9.801,6.682499999999999,8.586,40.52,3.35,5.2947052947052935,21.07892107892108,73.62637362637362,17.646073516161078,15.45352678880854,37.17,37.17,4.313,3
2E8B2318F2,2025-10-04,성수,0,0,47,3,0.1528239202657807,0.583,1,0.583,0.25,0.75,16.4,26.3,18.0,7.8,0.0,0.0,10.168799999999996,20.5656,9.530399999999998,4.0584,1.2767999999999995,12.131199999999998,24.5344,11.369599999999998,4.841599999999999,1.5232,39.47,5.98,13.4,36.3,50.3,63.99279162719774,75.48575653258786,33.49,33.489999999999995,-3.9688,0
C3D4010F52,2025-10-04,성수,0,0,6,1,0.0166112956810631,0.917,5,0.083,0.083,0.583,7.2,18.7,18.0,7.8,0.0,0.0,16.465399999999995,6.251,1.4895999999999998,1.8087999999999995,0.5851999999999999,45.4346,17.249,4.110399999999999,4.991199999999999,1.6148,10.14,17.75,6.106106106106105,2.9029029029029028,90.990990990991,96.87059584594412,84.77000207933831,-7.61,-7.609999999999999,-10.998,0
A89BEC57A0,2025-10-04,한양대,0,1,70,4,0.2292358803986711,0.417,1,0.417,0.083,0.75,4.9,27.8,18.0,11.3,47.5,3.881563798,27.718199999999992,12.797099999999997,5.840999999999999,5.840999999999999,0.9026999999999998,24.4818,11.302899999999998,5.158999999999999,5.158999999999999,0.7972999999999999,39.07,5.05,42.0,14.4,43.6,85.83393018044035,86.79793452394705,34.02,34.02,1.4942,1
02FE4FD151,2025-10-04,뚝섬,0,0,77,4,0.2524916943521594,0.417,2,0.25,0.083,0.75,1.6,9.0,18.0,9.0,0.0,0.0,11.6844,18.9176,8.0892,3.0816,1.0272,15.615600000000002,25.2824,10.8108,4.1184,1.3728,36.43,4.34,17.5,32.6,49.9,91.23154587251344,96.73890441974908,32.09,32.09,-6.3648,0
6C347DBCB1,2025-10-04,성수,0,0,61,4,0.1993355481727574,0.417,4,0.083,0.083,0.583,0.9,5.9,18.0,7.8,0.0,0.0,15.5012,7.8048,1.5718,1.7886,0.4336,41.6988,20.9952,4.2282,4.8114,1.1664,10.58,9.17,7.0,7.2,85.8,98.4867037867061,90.52688122357507,1.41,1.41,-13.1904,0
2AF934A41E,2025-10-04,뚝섬,0,1,26,2,0.0830564784053156,0.583,4,0.417,0.25,0.583,3.1,12.7,18.0,9.0,17.3,2.90690106,13.941741741741742,9.433633633633637,2.05925925925926,1.947947947947948,0.4174174174174174,36.20840840840841,24.5003003003003,5.348148148148149,5.059059059059059,1.084084084084084,14.43,5.94,13.9,11.4,74.7,86.17644340734238,70.48783587089619,8.49,8.489999999999998,-15.0516,0
3DDD63B1FA,2025-10-04,미분류,0,0,29,2,0.0930232558139534,0.583,1,0.583,0.417,0.583,21.8,27.8,17.1,8.6,0.0,0.0,13.720279720279722,10.132867132867132,3.6503496503496495,3.146853146853147,0.8496503496503497,29.83616383616384,22.03496503496504,7.938061938061939,6.843156843156844,1.8476523476523472,11.99,5.37,14.0,12.0,74.0,49.99249127833099,50.00346556384723,6.62,6.62,-11.914,0
FA8BCD6DDD,2025-10-04,신금호,0,1,22,2,0.0697674418604651,0.583,2,0.583,0.25,0.75,17.7,28.8,18.0,10.5,4.6,1.722766598,5.6092,9.9677,9.171799999999998,7.769499999999999,5.381799999999999,9.190799999999998,16.332299999999996,15.028199999999996,12.730499999999996,8.818199999999997,40.07,5.14,64.6,10.2,25.2,63.21650532541645,76.7945844788947,34.93,34.93,-6.3646,3
80E637212D,2025-10-04,행당,0,0,162,6,0.5348837209302325,0.25,1,0.917,0.75,0.75,85.3,73.2,18.0,8.5,0.0,0.0,11.206103368883356,3.785253401033744,10.094009069423317,13.87926247045706,3.785253401033744,10.52149379749912,5.60743493900036,14.953159837334292,20.560594776334653,5.60743493900036,27.78,5.56,60.82725060827251,7.846715328467154,31.326034063260337,5.684102303444771,5.4415128341381145,22.22,22.22,-2.328,3
FEB83042A5,2025-10-04,왕십리,0,1,38,3,0.1229235880398671,0.583,2,0.417,0.25,0.75,25.7,29.1,16.2,9.4,2.9,1.360976553,11.03736263736264,11.393406593406594,5.405394605394606,3.333866133866134,1.22997002997003,23.028571428571432,23.77142857142857,11.277922077922078,6.955844155844155,2.566233766233766,29.08,7.74,46.25374625374625,6.893106893106895,46.85314685314685,63.43772381766514,91.9269690178592,21.34,21.34,-12.3904,0
33C513E513,2025-10-04,미분류,0,0,17,2,0.0531561461794019,0.75,3,0.25,0.083,0.583,21.8,27.8,17.1,8.6,0.0,0.0,13.9876,16.456,4.114,2.1318,0.7106,23.4124,27.544,6.886,3.5682,1.1894,16.86,7.24,7.2,13.8,79.0,49.99249127833099,50.00346556384723,9.62,9.62,-11.088,0
5BE0890F4A,2025-10-04,성수,0,1,25,2,0.0797342192691029,0.583,6,0.417,0.25,0.583,13.9,24.2,18.0,7.8,0.6,0.470003629,16.6044,14.5844,4.7672,3.5148,0.9292,24.4956,21.5156,7.0328,5.1852,1.3708,16.62,8.02,7.7,13.5,78.8,76.73335951759351,69.95529422637064,8.6,8.600000000000001,-6.9312,0
6810C7C7CE,2025-10-04,미분류,0,1,27,2,0.0863787375415282,0.583,1,0.75,0.417,0.75,21.8,27.8,17.1,8.6,3.6,1.526056303,3.0263736263736263,9.63956043956044,12.18021978021978,7.771428571428572,4.782417582417583,5.065534465534466,16.134665334665335,20.387212787212786,13.007792207792209,8.004795204795204,38.56,8.05,60.72072072072072,9.90990990990991,29.36936936936937,49.99249127833099,50.00346556384723,30.51,30.51,-6.5016,3
474B033710,2025-10-04,뚝섬,1,0,88,5,0.2890365448504983,0.417,4,0.417,0.083,0.75,7.7,19.4,18.0,9.0,0.0,0.0,14.790599999999998,15.487799999999998,7.818600000000001,7.6692,4.0338,14.9094,15.612199999999998,7.881399999999999,7.7308,4.0662,21.88,8.86,25.1,14.0,60.9,86.30409167571564,82.25862347803987,13.02,13.02,-0.1244,0
6CB3606866,2025-10-04,한양대,1,0,90,5,0.2956810631229236,0.417,4,0.083,0.083,0.583,0.7,3.4,18.0,11.3,0.0,0.0,22.408200000000004,7.891400000000001,5.401600000000001,5.1484000000000005,1.3504000000000005,30.6918,10.808600000000002,7.3984,7.0516000000000005,1.8496,35.41,6.27,19.68031968031968,13.186813186813188,67.13286713286713,99.5003812120232,98.57680844673428,29.14,29.14,-2.9172,0
45FEE5DBC4,2025-10-04,신금호,0,0,29,2,0.0930232558139534,0.583,2,0.417,0.25,0.75,7.4,17.2,18.0,10.5,0.0,0.0,4.8672,12.1056,8.892,3.2136,2.1216,10.7328,26.6944,19.608,7.086399999999999,4.6784,47.28,3.02,65.39999999999999,8.399999999999999,26.2,72.93105838319894,69.09236882840838,44.26,44.26,-14.5888,3
9F42371A46,2025-10-04,성수,1,0,72,4,0.2358803986710963,0.417,2,0.417,0.083,0.75,10.3,21.5,18.0,7.8,0.0,0.0,12.6682,22.0714,12.5376,11.362199999999998,6.660599999999999,6.731799999999999,11.728599999999998,6.662399999999999,6.037799999999999,3.5394,35.19,6.15,18.8,31.5,49.7,78.28882009102881,81.33620590070004,29.04,29.04,10.3428,3
B88DBA7876,2025-10-04,금남시장,0,0,110,5,0.362126245847176,0.25,1,0.75,0.583,0.75,57.4,55.3,16.4,8.9,0.0,0.0,6.1824,10.3362,13.0893,10.7709,7.921200000000001,6.6176,11.0638,14.010700000000002,11.5291,8.4788,28.48,8.36,46.1245839277223,4.897765097479791,48.9776509747979,12.444262181456924,66.18360557262667,20.12,20.12,-0.7276,3
4F4288168A,2025-10-04,성수,0,0,27,2,0.0863787375415282,0.583,1,0.417,0.083,0.917,9.4,21.0,18.0,7.8,0.0,0.0,16.762837162837165,31.050149850149857,13.226373626373627,7.992407592407595,1.7682317682317683,6.913486513486515,12.805994005994007,5.454945054945056,3.296303696303697,0.7292707292707294,54.39,5.35,13.2,48.3,38.5,76.6836864357831,92.07021232354504,49.04,49.04,18.2624,0
58C2DD4547,2025-10-04,옥수,0,0,131,5,0.4318936877076412,0.25,6,0.417,0.25,0.75,5.6,15.0,18.0,7.4,0.0,0.0,8.9822,12.547300000000003,7.408000000000002,10.093400000000004,7.269100000000001,10.417800000000002,14.552700000000002,8.592000000000002,11.706600000000002,8.430900000000001,27.97,5.99,47.1,3.4,49.5,82.40706512949657,78.48924520019406,21.98,21.98,-2.0054,3
255821302B,2025-10-04,왕십리,1,1,76,4,0.2491694352159468,0.417,5,0.25,0.083,0.75,3.6,16.9,18.0,9.4,0.5,0.405465108,14.372400000000004,11.0684,6.318899999999999,5.9472,3.5931000000000006,20.4276,15.7316,8.9811,8.4528,5.1069,14.97,7.07,28.2,7.4,64.4,89.60446364623525,93.57080146939909,7.9,7.9,-4.6632,0
50A2E31DF5,2025-10-04,미분류,0,0,41,3,0.132890365448505,0.583,1,0.75,0.583,0.583,21.8,27.8,17.1,8.6,0.0,0.0,5.5912,16.87,10.6522,10.9896,4.097,6.0088,18.13,11.4478,11.8104,4.403,25.43,1.92,41.2,5.9,52.9,49.99249127833099,50.00346556384723,23.51,23.51,-1.26,3
AEF0DF6708,2025-10-04,미분류,1,1,40,3,0.1295681063122923,0.583,2,0.417,0.083,0.917,21.8,27.8,17.1,8.6,17.7,2.928523524,15.332267732267733,24.00379620379621,12.567432567432569,8.294505494505493,2.701998001998002,9.043356643356644,14.15804195804196,7.412587412587412,4.892307692307693,1.5937062937062936,43.38,4.41,12.5,23.9,63.6,49.99249127833099,50.00346556384723,38.97,38.97,9.8556,0
035ADB2AA8,2025-10-04,미분류,0,0,28,2,0.0897009966777408,0.583,2,0.917,0.917,0.917,21.8,27.8,17.1,8.6,0.0,0.0,15.494187839755154,16.070804351896246,9.632244637780287,6.771834967332641,2.431031665207449,14.547608199469488,16.600722285773653,8.883822811633195,6.929949968128085,2.637793273023806,33.04,6.82,30.545062061521858,13.869400971397733,55.58553696708041,49.99249127833099,50.00346556384723,26.22,26.22,-0.48965,0
44A9291640,2025-10-04,성수,0,0,44,3,0.1428571428571428,0.583,4,0.583,0.417,0.75,37.1,38.9,18.0,7.8,0.0,0.0,13.371771771771773,24.04804804804805,7.293693693693696,5.285285285285286,2.8012012012012018,11.953553553553554,21.4974974974975,6.52012012012012,4.724724724724725,2.5041041041041043,29.0,7.89,23.7,10.2,66.1,25.65672434905159,29.94535961000855,21.11,21.11,2.548,0
21348D6015,2025-10-04,미분류,0,1,39,3,0.1262458471760797,0.583,1,0.417,0.083,0.75,21.8,27.8,17.1,8.6,46.5,3.860729711,3.2189999999999994,13.0065,13.833,10.2225,3.2189999999999994,4.181,16.8935,17.967,13.2775,4.181,52.88,4.28,76.2,4.0,19.8,49.99249127833099,50.00346556384723,48.6,48.6,-3.887,1
1E8F8916F6,2025-10-04,성수,0,0,7,1,0.0199335548172757,0.75,5,0.583,0.417,0.75,32.7,36.6,18.0,7.8,0.0,0.0,12.143843843843843,11.456456456456456,5.335435435435435,2.651351351351351,1.1129129129129127,24.99329329329329,23.578578578578576,10.98088088088088,5.456756756756756,2.29049049049049,25.12,12.17,17.9,17.9,64.2,64.2688815470277,63.13737495090452,12.95,12.95,-12.11,0
A2A41AAC50,2025-10-04,왕십리,0,0,41,3,0.132890365448505,0.583,6,0.583,0.417,0.583,33.4,44.5,18.0,9.4,0.0,0.0,6.5205,20.5551,13.4136,11.5506,10.0602,3.9795,12.5449,8.1864,7.0494,6.1398,32.02,3.37,57.842157842157846,21.07892107892108,21.07892107892108,28.094748515583483,25.20158029711434,28.65,28.65,8.0102,3
CF11E9E059,2025-10-04,성수,0,0,38,3,0.1229235880398671,0.583,2,0.417,0.083,0.75,4.6,15.1,18.0,7.8,0.0,0.0,18.023,22.6498,7.639599999999999,4.304,1.1836,15.477,19.4502,6.5604,3.696,1.0164,39.05,6.6,10.08991008991009,32.967032967032964,56.94305694305695,86.26192731557425,95.8534528567798,32.45,32.45,3.1996,0
E7ADF04349,2025-10-04,미분류,0,0,1,1,0.0,0.917,1,0.583,0.417,0.583,21.8,27.8,17.1,8.6,0.0,0.0,15.3624,10.300800000000002,1.3024000000000002,2.1904000000000003,0.444,36.537600000000005,24.4992,3.0976000000000004,5.209600000000001,1.0560000000000005,8.09,55.88,13.186813186813188,6.593406593406594,80.21978021978022,49.99249127833099,50.00346556384723,-47.79,-47.790000000000006,-14.1984,2
E655648F43,2025-10-04,뚝섬,0,1,54,4,0.1760797342192691,0.417,2,0.083,0.083,0.583,7.5,8.6,15.7,9.0,6.6,2.028148247,7.358241758241759,10.473626373626374,5.7263736263736265,4.865934065934066,1.2758241758241755,17.416983016983018,24.79110889110889,13.554345654345653,11.517682317682318,3.01988011988012,34.85,6.38,27.6,17.3,55.1,86.6471824965922,79.61324307464824,28.47,28.47,-14.3318,0
1.71E+17,2025-10-04,미분류,0,0,90,5,0.2956810631229236,0.417,1,0.75,0.583,0.75,21.8,27.8,17.1,8.6,0.0,0.0,24.7104,14.9952,5.4912,4.2768,3.3264,22.0896,13.4048,4.9088,3.8232,2.9736,41.62,9.25,54.054054054054056,9.90990990990991,36.03603603603604,49.99249127833099,50.00346556384723,32.37,32.37,1.5904,0
EFEE980DF0,2025-10-04,미분류,0,1,7,1,0.0199335548172757,0.75,3,0.417,0.25,0.75,21.8,27.8,17.1,8.6,21.5,3.113515309,9.41041041041041,16.29029029029029,7.393893893893893,4.981981981981982,1.423423423423423,14.413413413413412,24.950950950950947,11.324824824824825,7.63063063063063,2.18018018018018,35.03,7.12,27.5,5.4,67.1,49.99249127833099,50.00346556384723,27.91,27.91,-8.652,0
80920DEE31,2025-10-04,뚝섬,0,0,6,1,0.0166112956810631,0.917,5,0.417,0.417,0.583,41.4,35.6,16.2,9.0,0.0,0.0,14.076,6.969,0.621,1.058,0.276,47.124,23.331,2.079,3.542,0.924,15.89,15.89,3.3,5.7,91.0,35.884180856225306,80.75341358038953,0.0,0.0,-16.362,0
20CD5C4AB7,2025-10-04,미분류,0,1,42,3,0.1362126245847176,0.583,3,0.583,0.25,0.75,21.8,27.8,17.1,8.6,29.6,3.421000009,10.266666666666666,22.73333333333333,15.666666666666664,13.266666666666666,4.666666666666666,5.148748748748749,11.4008008008008,7.856856856856857,6.653253253253253,2.34034034034034,33.95,5.19,7.4074074074074066,44.44444444444444,48.14814814814815,49.99249127833099,50.00346556384723,28.76,28.76,11.3212,3
56CCDF6E4B,2025-10-04,미분류,0,1,51,3,0.1661129568106312,0.583,1,0.583,0.417,0.583,21.8,27.8,17.1,8.6,2.0,1.098612289,11.327627627627628,21.80990990990991,12.003903903903902,8.960660660660661,2.1978978978978976,8.792492492492492,16.928828828828827,9.317417417417415,6.955255255255255,1.706006006006006,24.24,6.42,13.4,26.9,59.7,49.99249127833099,50.00346556384723,17.82,17.82,4.8762,0
2716FFD10A,2025-10-04,뚝섬,0,1,86,5,0.2823920265780731,0.417,5,0.583,0.583,0.583,43.6,45.1,18.0,9.0,18.3,2.960105096,12.0564,10.1592,3.8862,3.8862,0.612,27.3436,23.0408,8.8138,8.8138,1.388,28.16,7.22,29.02902902902903,16.116116116116117,54.85485485485485,23.7882078414158,20.9204537578264,20.94,20.94,-12.8816,0
E7EF031D24,2025-10-04,미분류,0,0,50,3,0.1627906976744186,0.583,1,0.75,0.75,0.75,21.8,27.8,17.1,8.6,0.0,0.0,6.252652652652653,12.505305305305306,12.044044044044044,13.12032032032032,7.277677677677678,5.959559559559559,11.919119119119118,11.47947947947948,12.505305305305306,6.936536536536536,22.62,0.66,16.683316683316683,16.683316683316683,66.63336663336665,49.99249127833099,50.00346556384723,21.96,21.96,0.5856,3
AE54B681DC,2025-10-04,미분류,0,0,8,1,0.0232558139534883,0.75,1,0.75,0.583,0.75,21.8,27.8,17.1,8.6,0.0,0.0,6.763636363636364,16.314485514485515,4.979820179820179,4.57102897102897,4.57102897102897,11.418181818181818,27.541658341658337,8.406793206793207,7.716683316683317,7.716683316683317,21.43,5.36,38.5,7.7,53.8,49.99249127833099,50.00346556384723,16.07,16.07,-11.2384,3
F24F0E217A,2025-10-04,성수,0,1,135,5,0.4451827242524916,0.25,3,0.25,0.083,0.583,7.2,18.6,18.0,7.8,8.1,2.208274414,14.4207,18.081,6.2622,3.5720999999999994,1.764,18.2793,22.919,7.9378,4.5279,2.236,19.89,11.99,12.3,14.0,73.7,91.56597278377193,83.25612827206986,7.9,7.9,-4.838,0
